,Network,User,Date,Text,Positive,Neutral,Negative,Compound
407,@CBS,Hippi,Mon Sep 03 16:33:16 +0000 2018,@letsgokailah @shboogies @CBSBigBrother @agrodner22 @CBS @JulieChen I'm not whinning about comps I'm sick of the bitching,0.0,0.722,0.278,-0.6597
408,@CBS,WildZ,Mon Sep 03 16:33:15 +0000 2018,"RT @ReneeCarrollAZ: 🚨🚨🚨BREAKING NEWS🚨🚨🚨

@CNN @MSNBC @ABC @CBS @NBC

The Most Trusted Mainstream News Media

@POTUS Trump @realDonaldTrump…",0.166,0.834,0.0,0.5256
409,@CBS,Nickatyme,Mon Sep 03 16:33:07 +0000 2018,@CNN @MSNBC @NBC @ABC @CBS @TheDemocrats only loved McCain because he thumbed down ACA and willingly participated i… https://t.co/GodHAIkmCs,0.178,0.822,0.0,0.5994
410,@CBS,Jose,Mon Sep 03 16:33:04 +0000 2018,"RT @LadyRedWave: Haven't posted THIS in a while!

Inquiring minds WANT to know??

#AskHillary

I dare ya' @CNN @CBS @MSNBC @FoxNews @washin…",0.124,0.876,0.0,0.3989
411,@CBS,rebecca list,Mon Sep 03 16:32:32 +0000 2018,"RT @NCISLA: 🚨 ONE. MONTH. 🚨

Don't miss the #NCISLA premiere event September 30 on @CBS. https://t.co/07O5ZwYEDP",0.093,0.907,0.0,0.1139
412,@CBS,ghhhhhhhhh,Mon Sep 03 16:32:30 +0000 2018,@bigbrotherjh @CBS @CBSBigBrother @agrodner22 https://t.co/QlRWfgwCVZ,0.0,1.0,0.0,0.0
413,@CBS,Stefan_Thomas,Mon Sep 03 16:31:54 +0000 2018,"RT @LadyRedWave: Haven't posted THIS in a while!

Inquiring minds WANT to know??

#AskHillary

I dare ya' @CNN @CBS @MSNBC @FoxNews @washin…",0.124,0.876,0.0,0.3989
414,@CBS,ShirleyAnnResists,Mon Sep 03 16:31:21 +0000 2018,@DraftTulsi @beccaspearce @DanRather @NthingInPrtculr @CBS @MSNBC I'm sorry but the fact that you use Fox as a sour… https://t.co/tfsWQ18b9H,0.0,0.937,0.063,-0.0387
415,@CBS,Наталья,Mon Sep 03 16:31:13 +0000 2018,@AMC_TV 2 years ago we lost Lexa.But she is not gone.She lives in every single one of us.We are her legacy❤❤❤… https://t.co/aEHDhyLvqf,0.0,0.897,0.103,-0.3182
416,@CBS,Julie Maye Scheffler,Mon Sep 03 16:31:11 +0000 2018,"RT @ReneeCarrollAZ: 🚨🚨🚨BREAKING NEWS🚨🚨🚨

@CNN @MSNBC @ABC @CBS @NBC

The Most Trusted Mainstream News Media

@POTUS Trump @realDonaldTrump…",0.166,0.834,0.0,0.5256
417,@CBS,SuperElite Renee 💕 #BeBest,Mon Sep 03 16:30:28 +0000 2018,"RT @ReneeCarrollAZ: 🚨🚨🚨BREAKING NEWS🚨🚨🚨

@CNN @MSNBC @ABC @CBS @NBC

The Most Trusted Mainstream News Media

@POTUS Trump @realDonaldTrump…",0.166,0.834,0.0,0.5256
418,@CBS,ShirleyAnnResists,Mon Sep 03 16:28:58 +0000 2018,"RT @KKelly713: @DraftTulsi @DanRather @NthingInPrtculr @CBS @MSNBC You know they can speak out about more than one thing at a time, right?…",0.0,1.0,0.0,0.0
419,@CBS,Joann Del Bagno,Mon Sep 03 16:28:42 +0000 2018,@ToDropADime2 @RailrodeMike @CNN @MSNBC @maddow @Lawrence @ChrisCuomo @NBCNews @ABC @CBS Thank you all!,0.189,0.811,0.0,0.4199
420,@CBS,mikaela,Mon Sep 03 16:28:41 +0000 2018,@DelSchilling @bojnovak @CBS @CBSNews @MattSnyderCBS @MatthewMayerCBS @CBSThisMorning @instinctcbs,0.0,1.0,0.0,0.0
421,@CBS,Joann Del Bagno,Mon Sep 03 16:28:29 +0000 2018,"RT @ToDropADime2: Ya know what's awesome? #Trump is having a rally in Ohio and I didn't know it.
Because @Cnn and @MSNBC Aren't covering it…",0.157,0.843,0.0,0.6249
422,@CBS,tim hibner❌,Mon Sep 03 16:28:10 +0000 2018,"RT @ReneeCarrollAZ: 🚨🚨🚨BREAKING NEWS🚨🚨🚨

@CNN @MSNBC @ABC @CBS @NBC

The Most Trusted Mainstream News Media

@POTUS Trump @realDonaldTrump…",0.166,0.834,0.0,0.5256
423,@CBS,Some Thug,Mon Sep 03 16:27:55 +0000 2018,RT @CBS: Get your fill of full seasons! Try one month FREE of CBS All Access now.,0.213,0.787,0.0,0.6514
424,@CBS,MacMiMi,Mon Sep 03 16:27:54 +0000 2018,"RT @LadyRedWave: Haven't posted THIS in a while!

Inquiring minds WANT to know??

#AskHillary

I dare ya' @CNN @CBS @MSNBC @FoxNews @washin…",0.124,0.876,0.0,0.3989
425,@CBS,Ashley Prince,Mon Sep 03 16:27:43 +0000 2018,RT @looneybin69: Explosion Left Devastation. Devastation Left Heartache. This Show Is still Trending In The Top 5. Has the Biggest MOVEMENT…,0.071,0.709,0.22,-0.5859
426,@CBS,FİLLER VE EBABİLLER,Mon Sep 03 16:27:40 +0000 2018,"👇👇👇👇👇👇👇👇
@cnni @bbc @AP @Reuters @dwnews @FoxNews @ABC @NBCNews @CBS @hrw @ariannahuff @OSCE_RFoM @davidakaye @AFP… https://t.co/TKjfDPDB9I",0.0,1.0,0.0,0.0
427,@CBS,Jane Smith Fisher,Mon Sep 03 16:27:28 +0000 2018,"@matthewjdowd it would be so helpful if @MSNBC or @CNN or, even better @abcnews , @NBCNews, @CBS offered a daily ha… https://t.co/Kwv24fWJv5",0.266,0.734,0.0,0.7591
428,@CBS,God Willing .....,Mon Sep 03 16:27:26 +0000 2018,RT @CBS: Get your fill of full seasons! Try one month FREE of CBS All Access now.,0.213,0.787,0.0,0.6514
429,@CBS,Peanut 🐜🐝Saw AMATW x6 ❤️,Mon Sep 03 16:27:07 +0000 2018,"RT @Joanna75004529: Poor Cameron, #Deakins just crushed his dreams 😢 Almost the same way @ABCNetwork crushed dreams of fans for having 2nd…",0.179,0.532,0.289,-0.5106
430,@CBS,❌ Roger Barker ❌,Mon Sep 03 16:27:03 +0000 2018,"RT @LadyRedWave: Haven't posted THIS in a while!

Inquiring minds WANT to know??

#AskHillary

I dare ya' @CNN @CBS @MSNBC @FoxNews @washin…",0.124,0.876,0.0,0.3989
431,@CBS,Anasc,Mon Sep 03 16:27:00 +0000 2018,"RT @LexaHedaLexa: Reverse harmful trope of toxic Tloo &amp; rewrite #LEXA &amp; #Clexa's fate 4 better in #LexaSpinoff starring DEBNAM-CAREY pls!
🙏…",0.191,0.809,0.0,0.5411
432,@CBS,Born to be Red,Mon Sep 03 16:26:48 +0000 2018,"RT @ReneeCarrollAZ: 🚨🚨🚨BREAKING NEWS🚨🚨🚨

@CNN @MSNBC @ABC @CBS @NBC

The Most Trusted Mainstream News Media

@POTUS Trump @realDonaldTrump…",0.166,0.834,0.0,0.5256
433,@CBS,Anasc,Mon Sep 03 16:26:32 +0000 2018,"RT @LexaHedaLexa: Reverse Tloo harmful trope &amp; rewrite #LEXA #Clexa &amp; Grounders' fate 4 better in #LexaSpinoff starring DEBNAM-CAREY
Pleeee…",0.139,0.861,0.0,0.4404
434,@CBS,SurfriderJerseyShore,Mon Sep 03 16:26:27 +0000 2018,"RT @amyquinn: Talking to CBS' @megbakertv about the ban on balloon releases in @inAsburyParkNJ. 
@APBoardwalk  @SurfriderJSC @Surfrider @CB…",0.0,0.825,0.175,-0.5574
435,@CBS,Anasc,Mon Sep 03 16:26:19 +0000 2018,"RT @lxhdcarey: Most people do not tolerate frustration, and they follow life by giving up everything at the first sign of difficulty
@warne…",0.181,0.731,0.088,0.3724
436,@CBS,Jack Waters,Mon Sep 03 16:25:14 +0000 2018,@shboogies @Shemari_12 @CBSBigBrother @agrodner22 @CBS @JulieChen If they don't do anything about this then the sho… https://t.co/tKtqDV3UZX,0.0,1.0,0.0,0.0
437,@CBS,Fauzan Zaki,Mon Sep 03 16:25:11 +0000 2018,RT @jacquilwillis: @DouglasHespelt @WSMckay @BunnyAndDoc @chpspics @TeamScorpion10 @CBSTweet @cbsaction @CBS @CBSi I don't know what posses…,0.0,1.0,0.0,0.0
438,@CBS,Lais Oliveira,Mon Sep 03 16:25:07 +0000 2018,"RT @lxhdcarey: ᴏᴜʀ ʜᴏᴘᴇ ɪs #ʟᴇxᴀ. ᴏᴜʀ ᴄʜᴏɪᴄᴇ ɪs #ʟᴇxᴀ. ᴡʜᴀᴛ ᴡᴇ ᴅᴇsᴇʀᴠᴇ ɪs #ʟᴇxᴀ.

#LEXA #LEXASPINOFF #LEXA #LEXASPINOFF #LEXA #LEXA

@warne…",0.0,1.0,0.0,0.0
439,@CBS,Rock Paper Moon,Mon Sep 03 16:25:01 +0000 2018,"RT @scOttsummitt: @MayaSayre @CBS Always happy to share positive news, Maya~ proud of &amp; happy for you &amp; your success! #MakeGoodThingsHappen…",0.575,0.425,0.0,0.9652
440,@CBS,annoyaliberal❌,Mon Sep 03 16:24:52 +0000 2018,Pull the plug let it pass on quietly @NBC @CBS @MSNBC @ABC @BBC @afnjapan @DNC @HouseDemocrats @SenateDems… https://t.co/pMjnaW2FQM,0.0,1.0,0.0,0.0
441,@CBS,scOtt summitt,Mon Sep 03 16:23:47 +0000 2018,"@MayaSayre @CBS Always happy to share positive news, Maya~ proud of &amp; happy for you &amp; your success! #MakeGoodThingsHappen :) scOtt",0.625,0.375,0.0,0.9729
442,@CBS,Friends/Fans of GASP,Mon Sep 03 16:23:13 +0000 2018,12 more days until the @SteubenParadeNY !!!  See it on 5th Ave. starting at noon!!  @CBS @ABC @wpix @FOXTV @NBCNews… https://t.co/pR9diyUy4W,0.0,1.0,0.0,0.0
443,@CBS,Chris Sussdorf,Mon Sep 03 16:22:37 +0000 2018,"RT @ReneeCarrollAZ: 🚨🚨🚨BREAKING NEWS🚨🚨🚨

@CNN @MSNBC @ABC @CBS @NBC

The Most Trusted Mainstream News Media

@POTUS Trump @realDonaldTrump…",0.166,0.834,0.0,0.5256
444,@CBS,Lorrie,Mon Sep 03 16:22:27 +0000 2018,@democracynow @SawariMi @MSNBC @CNN @CBS @NBC  @ABC Why aren't we seeing this on your stations?,0.0,1.0,0.0,0.0
445,@CBS,Penilia,Mon Sep 03 16:21:58 +0000 2018,@Scorpionfanhun @DouglasHespelt @cbsaction @CBS @CBSScorpion This argument always makes me crazy because if we stay… https://t.co/tNyfxoY3Ue,0.0,0.741,0.259,-0.5994
446,@CBS,AnnickDevos1963,Mon Sep 03 16:21:46 +0000 2018,"RT @SAspihesi: 13 weeks... 

It's time. #SaveShadowhunters
@netflix @Netflix_FI @NetflixNordic @hulu @AmazonStudios @ABCNetwork @HBO @HBOno…",0.0,1.0,0.0,0.0
447,@CBS,🕰⚡️Pepenstein💡🎙,Mon Sep 03 16:21:32 +0000 2018,"@Mayhem72756463 @MonaKelso @CBS It was always See B S
Hidden in plain site 😂😂😂",0.0,1.0,0.0,0.0
448,@CBS,Laurin Peters,Mon Sep 03 16:21:06 +0000 2018,@JudyA_LA2 @CBS I have not watched CBS ever since the season 4 finale of Scorpion. Every show deserves a proper ending. #SaveScorpion,0.0,1.0,0.0,0.0
449,@CBS,hxleigh,Mon Sep 03 16:20:06 +0000 2018,RT @bigbrotherjh: GIVE HALEIGH A COUP D’ETAT! Since she was the rightful winner of the HOH comp because Tyler broke the rules. #BB20 @CBS @…,0.142,0.761,0.097,0.3164
450,@CBS,Paula J,Mon Sep 03 16:19:54 +0000 2018,"RT @imhofkarl1: @davidsirota The ""club"" members religiously ""honor"" each other as @CNN @CBS @foxandfriends @NBCNews et al. play the backrou…",0.112,0.888,0.0,0.34
451,@CBS,HT⭐️,Mon Sep 03 16:19:48 +0000 2018,RT @shboogies: TYLER BROKE THE RULES HE SHOULD NOT BE HOH. DO *SOMETHING* RIGHT FOR ONCE PRODUCTION. #BB20 @CBSBigBrother @agrodner22 @CBS…,0.0,0.85,0.15,-0.5473
452,@CBS,Dan Bushey,Mon Sep 03 16:19:25 +0000 2018,"@CNN @MSNBC
@FoxNews
@ABC
@CBS

RINO McCain......

The ONLY person IN HISTORY, buried at Annapolis cemetery that...… https://t.co/fanPmqFIib",0.0,1.0,0.0,0.0
453,@CBS,Shay Sawyer,Mon Sep 03 16:19:15 +0000 2018,RT @shboogies: TYLER BROKE THE RULES HE SHOULD NOT BE HOH. DO *SOMETHING* RIGHT FOR ONCE PRODUCTION. #BB20 @CBSBigBrother @agrodner22 @CBS…,0.0,0.85,0.15,-0.5473
454,@CBS,DEEJAYHAOLE6,Mon Sep 03 16:19:10 +0000 2018,@deltanmd @TRF4_oficial @CGUonline @TCUoficial @CBS @CBSNews @cnnbrk @cnni @CNNPolitics @clarincom @CBNoficial… https://t.co/ARq426vyLT,0.0,1.0,0.0,0.0
455,@CBS,🤓📚ERIN💄,Mon Sep 03 16:18:54 +0000 2018,"RT @ReneeCarrollAZ: 🚨🚨🚨BREAKING NEWS🚨🚨🚨

@CNN @MSNBC @ABC @CBS @NBC

The Most Trusted Mainstream News Media

@POTUS Trump @realDonaldTrump…",0.166,0.834,0.0,0.5256
456,@CBS,alexandra🐥❤ 🐶ッ,Mon Sep 03 16:18:24 +0000 2018,"RT @NCISLA: 🚨 ONE. MONTH. 🚨

Don't miss the #NCISLA premiere event September 30 on @CBS. https://t.co/07O5ZwYEDP",0.093,0.907,0.0,0.1139
457,@CBS,Tatyana,Mon Sep 03 16:16:57 +0000 2018,"RT @LadyRedWave: Haven't posted THIS in a while!

Inquiring minds WANT to know??

#AskHillary

I dare ya' @CNN @CBS @MSNBC @FoxNews @washin…",0.124,0.876,0.0,0.3989
458,@CBS,JAO,Mon Sep 03 16:16:53 +0000 2018,"RT @DailyCaller: If a Republican was accused of domestic abuse like @keithellison has been, would it fall out of the news cycle like this p…",0.159,0.637,0.204,-0.34
459,@CBS,jordan🌥,Mon Sep 03 16:16:32 +0000 2018,GIVE HALEIGH A COUP D’ETAT! Since she was the rightful winner of the HOH comp because Tyler broke the rules. #BB20… https://t.co/fDGWyGjfh4,0.158,0.734,0.108,0.3164
460,@CBS,❌LG4LG☦️333🙏🏽,Mon Sep 03 16:16:11 +0000 2018,"RT @DailyCaller: If a Republican was accused of domestic abuse like @keithellison has been, would it fall out of the news cycle like this p…",0.159,0.637,0.204,-0.34
461,@CBS,Carmen,Mon Sep 03 16:16:06 +0000 2018,"RT @NCISLA: 🚨 ONE. MONTH. 🚨

Don't miss the #NCISLA premiere event September 30 on @CBS. https://t.co/07O5ZwYEDP",0.093,0.907,0.0,0.1139
462,@CBS,Chef-Frankie,Mon Sep 03 16:15:46 +0000 2018,"RT @ReneeCarrollAZ: 🚨🚨🚨BREAKING NEWS🚨🚨🚨

@CNN @MSNBC @ABC @CBS @NBC

The Most Trusted Mainstream News Media

@POTUS Trump @realDonaldTrump…",0.166,0.834,0.0,0.5256
463,@CBS,realityfnatic,Mon Sep 03 16:15:19 +0000 2018,RT @shboogies: TYLER BROKE THE RULES HE SHOULD NOT BE HOH. DO *SOMETHING* RIGHT FOR ONCE PRODUCTION. #BB20 @CBSBigBrother @agrodner22 @CBS…,0.0,0.85,0.15,-0.5473
464,@CBS,me,Mon Sep 03 16:14:28 +0000 2018,.@cbs hope hayleigh sues your asses when she gets out... pfff if rules don't count for EVERY person playing then wh… https://t.co/7cAIedcQU5,0.19,0.81,0.0,0.5719
465,@CBS,badger793 #SaveScorpion,Mon Sep 03 16:13:46 +0000 2018,"@pjstevens0101 @pasbonca @CBS I only purchased season 3 as I had no idea when @NetflixUK would add it on, which was… https://t.co/Objy76si9n",0.0,0.891,0.109,-0.296
466,@CBS,Patricia Ewing,Mon Sep 03 16:13:15 +0000 2018,"RT @ReneeCarrollAZ: 🚨🚨🚨BREAKING NEWS🚨🚨🚨

@CNN @MSNBC @ABC @CBS @NBC

The Most Trusted Mainstream News Media

@POTUS Trump @realDonaldTrump…",0.166,0.834,0.0,0.5256
467,@CBS,Neil #enemyofthepeopleapparently,Mon Sep 03 16:13:03 +0000 2018,RT @mattheus75: #SaveDallas @TheCW @warnerbrostv @Dallastnt @CBS @netflix @AmazonStudios #Dallas40 #dallas https://t.co/Rbg57M0QEm,0.0,1.0,0.0,0.0
468,@CBS,❌rbs❌,Mon Sep 03 16:12:39 +0000 2018,"RT @LadyRedWave: Haven't posted THIS in a while!

Inquiring minds WANT to know??

#AskHillary

I dare ya' @CNN @CBS @MSNBC @FoxNews @washin…",0.124,0.876,0.0,0.3989
469,@CBS,Deb,Mon Sep 03 16:12:14 +0000 2018,"RT @Love_Shugie: NOT ONE OF THEM PUBLICLY DENIES GEORGE SOROS OWNS THEM.
@CNN @FoxNews @ABC @NBC @CBS https://t.co/G7ilPQZQOF",0.0,0.828,0.172,-0.5473
470,@CBS,Chris Hillmann,Mon Sep 03 16:12:00 +0000 2018,"RT @amyquinn: Talking to CBS' @megbakertv about the ban on balloon releases in @inAsburyParkNJ. 
@APBoardwalk  @SurfriderJSC @Surfrider @CB…",0.0,0.825,0.175,-0.5574
471,@CBS,Tommy Loves America,Mon Sep 03 16:11:14 +0000 2018,"RT @ReneeCarrollAZ: 🚨🚨🚨BREAKING NEWS🚨🚨🚨

@CNN @MSNBC @ABC @CBS @NBC

The Most Trusted Mainstream News Media

@POTUS Trump @realDonaldTrump…",0.166,0.834,0.0,0.5256
472,@CBS,I Fly Bombers ✈️,Mon Sep 03 16:11:08 +0000 2018,@TheDemocrats @DNC @SenateDems @HouseDemocrats @CNN @cnnbrk @MSNBC @CBS @abcnews @NBCNews @FoxNews @OANN https://t.co/FMrmTgSWv1,0.0,1.0,0.0,0.0
473,@CBS,Colby Tortorici,Mon Sep 03 16:10:32 +0000 2018,RT @shboogies: TYLER BROKE THE RULES HE SHOULD NOT BE HOH. DO *SOMETHING* RIGHT FOR ONCE PRODUCTION. #BB20 @CBSBigBrother @agrodner22 @CBS…,0.0,0.85,0.15,-0.5473
474,@CBS,Thomas Lasture,Mon Sep 03 16:10:12 +0000 2018,@ReneeCarrollAZ @CNN @MSNBC @ABC @CBS @nbc @POTUS @realDonaldTrump MSM https://t.co/qnLAVQrPRi,0.0,1.0,0.0,0.0
475,@CBS,Shirley R🦋,Mon Sep 03 16:10:06 +0000 2018,"RT @ReneeCarrollAZ: 🚨🚨🚨BREAKING NEWS🚨🚨🚨

@CNN @MSNBC @ABC @CBS @NBC

The Most Trusted Mainstream News Media

@POTUS Trump @realDonaldTrump…",0.166,0.834,0.0,0.5256
476,@CBS,QN1776,Mon Sep 03 16:10:01 +0000 2018,"RT @ReneeCarrollAZ: 🚨🚨🚨BREAKING NEWS🚨🚨🚨

@CNN @MSNBC @ABC @CBS @NBC

The Most Trusted Mainstream News Media

@POTUS Trump @realDonaldTrump…",0.166,0.834,0.0,0.5256
477,@CBS,AdeloVant,Mon Sep 03 16:09:28 +0000 2018,@OurRevolution @womensmarch @MillenPolitics @LWV @CNN @NBC @CBS @ABC @PBS @NPR @spj_tweets @nytimes @guardianUS… https://t.co/3tHpU8TUta,0.0,1.0,0.0,0.0
478,@CBS,RED #BeBold,Mon Sep 03 16:09:23 +0000 2018,"RT @ReneeCarrollAZ: 🚨🚨🚨BREAKING NEWS🚨🚨🚨

@CNN @MSNBC @ABC @CBS @NBC

The Most Trusted Mainstream News Media

@POTUS Trump @realDonaldTrump…",0.166,0.834,0.0,0.5256
479,@CBS,ed hancock,Mon Sep 03 16:09:10 +0000 2018,@CBS You can't give it away,0.0,1.0,0.0,0.0
480,@CBS,❌TRUMP Best President Ever !!!,Mon Sep 03 16:08:52 +0000 2018,RT @melissa5215: The MSM is Anti-American and outright disgusting. Never seen so many lies and downright fake B.S. @realDonaldTrump @MagniF…,0.0,0.64,0.36,-0.8617
481,@CBS,Garthawk,Mon Sep 03 16:08:29 +0000 2018,"RT @ReneeCarrollAZ: 🚨🚨🚨BREAKING NEWS🚨🚨🚨

@CNN @MSNBC @ABC @CBS @NBC

The Most Trusted Mainstream News Media

@POTUS Trump @realDonaldTrump…",0.166,0.834,0.0,0.5256
482,@CBS,❌John Milton❌,Mon Sep 03 16:08:13 +0000 2018,"RT @LadyRedWave: Haven't posted THIS in a while!

Inquiring minds WANT to know??

#AskHillary

I dare ya' @CNN @CBS @MSNBC @FoxNews @washin…",0.124,0.876,0.0,0.3989
483,@CBS,shboogies 💋,Mon Sep 03 16:08:06 +0000 2018,@Old_Hippi @CBSBigBrother @agrodner22 @CBS @JulieChen Bitch I said bye,0.0,0.648,0.352,-0.5859
484,@CBS,Hippi,Mon Sep 03 16:07:52 +0000 2018,@shboogies @CBSBigBrother @agrodner22 @CBS @JulieChen Stop whining like a 2 year old,0.184,0.515,0.301,-0.1531
485,@CBS,ESTHER WORKMAN,Mon Sep 03 16:07:31 +0000 2018,RT @NRAmember4life: Hey @cnn @MSNBC @maddow @abcnews @CBS report on this https://t.co/3RXv1cDrp5,0.0,1.0,0.0,0.0
486,@CBS,queerty,Mon Sep 03 16:07:18 +0000 2018,"RT @ToDropADime2: Ya know what's awesome? #Trump is having a rally in Ohio and I didn't know it.
Because @Cnn and @MSNBC Aren't covering it…",0.157,0.843,0.0,0.6249
487,@CBS,Mariesus,Mon Sep 03 16:07:17 +0000 2018,RT @shboogies: TYLER BROKE THE RULES HE SHOULD NOT BE HOH. DO *SOMETHING* RIGHT FOR ONCE PRODUCTION. #BB20 @CBSBigBrother @agrodner22 @CBS…,0.0,0.85,0.15,-0.5473
488,@CBS,B.K. on the AIR 🎙,Mon Sep 03 16:07:11 +0000 2018,@ParamountPics @StarTrek @CBS https://t.co/DBTLB7qg42,0.0,1.0,0.0,0.0
489,@CBS,hip2u™,Mon Sep 03 16:07:03 +0000 2018,@ReneeCarrollAZ @JoeAFRetired @CNN @MSNBC @ABC @CBS @nbc @POTUS @realDonaldTrump https://t.co/s79zuQvKga,0.0,1.0,0.0,0.0
490,@CBS,Gary Will,Mon Sep 03 16:06:24 +0000 2018,"RT @ReneeCarrollAZ: 🚨🚨🚨BREAKING NEWS🚨🚨🚨

@CNN @MSNBC @ABC @CBS @NBC

The Most Trusted Mainstream News Media

@POTUS Trump @realDonaldTrump…",0.166,0.834,0.0,0.5256
491,@CBS,Diane Kinyon,Mon Sep 03 16:06:07 +0000 2018,"RT @ToDropADime2: Ya know what's awesome? #Trump is having a rally in Ohio and I didn't know it.
Because @Cnn and @MSNBC Aren't covering it…",0.157,0.843,0.0,0.6249
492,@CBS,Tim Wiegand,Mon Sep 03 16:05:48 +0000 2018,@shboogies @CBSBigBrother @agrodner22 @CBS @JulieChen Isn’t this when he jumped off at the end?,0.0,1.0,0.0,0.0
493,@CBS,🇬🇧Lauren🇺🇸,Mon Sep 03 16:05:41 +0000 2018,@RebelflowerW @tylersvetos @gallymero @realvegas4sure It’s becoming EXTREMELY inauthentic indeed. #bb20 @CBSBigBrother @cbs,0.0,1.0,0.0,0.0
494,@CBS,❌Ravenstar❌,Mon Sep 03 16:05:29 +0000 2018,"RT @ReneeCarrollAZ: 🚨🚨🚨BREAKING NEWS🚨🚨🚨

@CNN @MSNBC @ABC @CBS @NBC

The Most Trusted Mainstream News Media

@POTUS Trump @realDonaldTrump…",0.166,0.834,0.0,0.5256
495,@CBS,Lehma Tan,Mon Sep 03 16:05:07 +0000 2018,RT @looneybin69: Explosion Left Devastation. Devastation Left Heartache. This Show Is still Trending In The Top 5. Has the Biggest MOVEMENT…,0.071,0.709,0.22,-0.5859
496,@CBS,Henriëtte Ekkel,Mon Sep 03 16:04:35 +0000 2018,RT @mattheus75: #SaveDallas @TheCW @warnerbrostv @Dallastnt @CBS @netflix @AmazonStudios #Dallas40 #dallas https://t.co/Rbg57M0QEm,0.0,1.0,0.0,0.0
497,@CBS,MoodyBrew,Mon Sep 03 16:04:15 +0000 2018,"RT @ReneeCarrollAZ: 🚨🚨🚨BREAKING NEWS🚨🚨🚨

@CNN @MSNBC @ABC @CBS @NBC

The Most Trusted Mainstream News Media

@POTUS Trump @realDonaldTrump…",0.166,0.834,0.0,0.5256
498,@CBS,Dianne,Mon Sep 03 16:03:55 +0000 2018,"RT @ReneeCarrollAZ: 🚨🚨🚨BREAKING NEWS🚨🚨🚨

@CNN @MSNBC @ABC @CBS @NBC

The Most Trusted Mainstream News Media

@POTUS Trump @realDonaldTrump…",0.166,0.834,0.0,0.5256
499,@CBS,badger793 #SaveScorpion,Mon Sep 03 16:03:15 +0000 2018,RT @DouglasHespelt: @pjstevens0101 @just_a_meow_mom @jacquilwillis @CaptainBadger79 @WSMckay @BunnyAndDoc @chpspics @TeamScorpion10 @CBSTwe…,0.0,1.0,0.0,0.0
